,MATCH,DATE,PT_DIFF,HOME,AWAY
4268,Appalachian St. vs. Western Carolina,2007-02-19,11.0,Appalachian St.,Western Carolina
4269,Elon University vs. Chattanooga,2007-02-19,3.0,Elon University,Chattanooga
4270,Morgan St. vs. No.Carolina A&T,2007-02-19,-12.0,Morgan St.,No.Carolina A&T
4271,Howard vs. Florida A&M,2007-02-19,10.0,Howard,Florida A&M
4272,Maryland - E. Shore vs. Bethune-Cookman,2007-02-19,1.0,Maryland - E. Shore,Bethune-Cookman
4273,Houston vs. Southern Mississippi,2007-02-19,-5.0,Houston,Southern Mississippi
4274,Delaware State vs. Norfolk State,2007-02-19,11.0,Delaware State,Norfolk State
4275,Alabama St. vs. Alcorn St.,2007-02-19,-1.0,Alabama St.,Alcorn St.
4276,Mississippi Valley State vs. Texas Southern,2007-02-19,16.0,Mississippi Valley State,Texas Southern
4277,Portland vs. Gonzaga,2007-02-19,20.0,Portland,Gonzaga
4278,UC Davis vs. Pacific,2007-02-19,7.0,UC Davis,Pacific
4279,High Point vs. Winthrop,2007-02-20,-12.0,High Point,Winthrop
4280,Wisconsin vs. Michigan St,2007-02-20,9.0,Wisconsin,Michigan St
4281,DePaul vs. Notre Dame,2007-02-20,-24.0,DePaul,Notre Dame
4282,Oklahoma vs. Missouri,2007-02-20,4.0,Oklahoma,Missouri
4283,Monmouth-NJ vs. LIU Brooklyn,2007-02-20,4.0,Monmouth-NJ,LIU Brooklyn
4284,West Virginia vs. Providence,2007-02-20,3.0,West Virginia,Providence
4285,CSU Northridge vs. South Dakota State,2007-02-20,1.0,CSU Northridge,South Dakota State
4286,Creighton vs. Illinois St.,2007-02-20,-10.0,Creighton,Illinois St.
4287,Louisiana State vs. Kentucky,2007-02-20,7.0,Louisiana State,Kentucky
4288,Missouri St. vs. Wichita St.,2007-02-20,6.0,Missouri St.,Wichita St.
4289,American U. vs. Navy,2007-02-20,11.0,American U.,Navy
4290,Austin Peay vs. Tennessee Tech,2007-02-20,-1.0,Austin Peay,Tennessee Tech
4291,Sacred Heart vs. Fairleigh Dickinson,2007-02-20,-4.0,Sacred Heart,Fairleigh Dickinson
4292,Georgia St vs. George Mason,2007-02-20,6.0,Georgia St,George Mason
4293,Binghamton vs. New Hampshire,2007-02-20,29.0,Binghamton,New Hampshire
4294,Northern Iowa vs. Bradley,2007-02-20,-6.0,Northern Iowa,Bradley
4295,Texas Tech vs. Texas,2007-02-20,29.0,Texas Tech,Texas
4296,San Diego St. vs. New Mexico,2007-02-20,-7.0,San Diego St.,New Mexico
4297,Air Force vs. UNLV,2007-02-20,-10.0,Air Force,UNLV
4298,Liberty vs. VMI,2007-02-21,10.0,Liberty,VMI
4299,St. Bonaventure vs. Massachusetts,2007-02-21,39.0,St. Bonaventure,Massachusetts
4300,Charlotte vs. Duquesne,2007-02-21,9.0,Charlotte,Duquesne
4301,Wake Forest vs. Georgia Tech,2007-02-21,12.0,Wake Forest,Georgia Tech
4302,Towson vs. Old Dominion,2007-02-21,17.0,Towson,Old Dominion
4303,South Alabama vs. Florida Atlantic,2007-02-21,10.0,South Alabama,Florida Atlantic
4304,Minnesota vs. Indiana,2007-02-21,12.0,Minnesota,Indiana
4305,Ohio vs. Bowling Green,2007-02-21,-25.0,Ohio,Bowling Green
4306,Colgate vs. Holy Cross,2007-02-21,-11.0,Colgate,Holy Cross
4307,Savannah State vs. Bethune-Cookman,2007-02-21,2.0,Savannah State,Bethune-Cookman
4308,Southern Illinois vs. Indiana St.,2007-02-21,-8.0,Southern Illinois,Indiana St.
4309,William & Mary vs. Drexel,2007-02-21,7.0,William & Mary,Drexel
4310,Akron vs. Miami (OH),2007-02-21,-2.0,Akron,Miami (OH)
4311,Nebraska vs. Baylor,2007-02-21,4.0,Nebraska,Baylor
4312,Colorado vs. Iowa St.,2007-02-21,-2.0,Colorado,Iowa St.
4313,Utah vs. Wyoming,2007-02-21,-8.0,Utah,Wyoming
4314,Southern Mississippi vs. Central Florida,2007-02-21,3.0,Southern Mississippi,Central Florida
4315,Vanderbilt vs. Mississippi St.,2007-02-21,13.0,Vanderbilt,Mississippi St.
4316,South Carolina vs. Florida,2007-02-21,14.0,South Carolina,Florida
4317,Texas-Pan American vs. Northwestern,2007-02-21,11.0,Texas-Pan American,Northwestern
4318,Tulane vs. Houston,2007-02-21,8.0,Tulane,Houston
4319,Dayton vs. Saint Louis,2007-02-21,-10.0,Dayton,Saint Louis
4320,Evansville vs. Drake,2007-02-21,3.0,Evansville,Drake
4321,Michigan vs. Illinois,2007-02-21,12.0,Michigan,Illinois
4322,Texas A&M vs. Oklahoma St.,2007-02-21,-20.0,Texas A&M,Oklahoma St.
4323,Purdue vs. Iowa,2007-02-21,0.0,Purdue,Iowa
4324,Colorado St. vs. Brigham Young,2007-02-21,9.0,Colorado St.,Brigham Young
4325,Georgetown vs. Cincinnati,2007-02-21,-10.0,Georgetown,Cincinnati
4326,St. John's vs. Louisville,2007-02-21,24.0,St. John's,Louisville
4327,Buffalo vs. Kent St.,2007-02-21,-4.0,Buffalo,Kent St.
4328,Lafayette vs. Army,2007-02-21,18.0,Lafayette,Army
4329,Northeastern vs. Delaware,2007-02-21,-9.0,Northeastern,Delaware
4330,Boston College vs. Virginia Tech,2007-02-21,-17.0,Boston College,Virginia Tech
4331,Marshall vs. East Carolina,2007-02-21,-3.0,Marshall,East Carolina
4332,Bucknell vs. Lehigh,2007-02-21,13.0,Bucknell,Lehigh
4333,Rhode Island vs. Xavier,2007-02-21,-18.0,Rhode Island,Xavier
4334,Cleveland St. vs. Detroit,2007-02-21,-12.0,Cleveland St.,Detroit
4335,Virginia vs. Miami-Florida,2007-02-21,8.0,Virginia,Miami-Florida
4336,Richmond vs. George Washington,2007-02-21,19.0,Richmond,George Washington
4337,James Madison vs. VCU,2007-02-21,-11.0,James Madison,VCU
4338,Connecticut vs. Rutgers,2007-02-21,10.0,Connecticut,Rutgers
4339,Georgia vs. Mississippi,2007-02-21,-18.0,Georgia,Mississippi
4340,Penn St. vs. Ohio St.,2007-02-21,8.0,Penn St.,Ohio St.
4341,Alabama vs. Tennessee,2007-02-21,-3.0,Alabama,Tennessee
4342,Arkansas vs. Auburn,2007-02-21,-8.0,Arkansas,Auburn
4343,Wis.-Milwaukee vs. Illinois-Chicago,2007-02-21,19.0,Wis.-Milwaukee,Illinois-Chicago
4344,Winston-Salem vs. North Dakota State,2007-02-21,15.0,Winston-Salem,North Dakota State
4345,Norfolk State vs. Hampton,2007-02-21,14.0,Norfolk State,Hampton
4346,UAB vs. Tulsa,2007-02-21,-5.0,UAB,Tulsa
4347,Florida St. vs. Maryland,2007-02-21,-18.0,Florida St.,Maryland
4348,N.C. State vs. North Carolina,2007-02-21,-28.0,N.C. State,North Carolina
4349,Northern Colorado vs. Montana St.,2007-02-21,23.0,Northern Colorado,Montana St.
4350,Southern Methodist vs. Texas-El Paso,2007-02-21,-29.0,Southern Methodist,Texas-El Paso
4351,Louisiana-Lafayette vs. Florida International,2007-02-22,3.0,Louisiana-Lafayette,Florida International
4352,Robert Morris vs. Central Conn. St.,2007-02-22,2.0,Robert Morris,Central Conn. St.
4353,Western Michigan vs. Eastern Michigan,2007-02-22,-19.0,Western Michigan,Eastern Michigan
4354,Hartford vs. Binghamton,2007-02-22,2.0,Hartford,Binghamton
4355,Centenary vs. Oakland,2007-02-22,-7.0,Centenary,Oakland
4356,N.C. Asheville vs. Coastal Carolina,2007-02-22,-18.0,N.C. Asheville,Coastal Carolina
4357,NC-Wilmington vs. Hofstra,2007-02-22,3.0,NC-Wilmington,Hofstra
4358,Oral Roberts vs. Indiana - Purdue,2007-02-22,-31.0,Oral Roberts,Indiana - Purdue
4359,Furman vs. Davidson,2007-02-22,41.0,Furman,Davidson
4360,Lipscomb vs. North Florida,2007-02-22,-9.0,Lipscomb,North Florida
4361,Manhattan vs. Siena,2007-02-22,-20.0,Manhattan,Siena
4362,Longwood vs. Campbell,2007-02-22,8.0,Longwood,Campbell
4363,Stetson vs. East Tennessee St.,2007-02-22,51.0,Stetson,East Tennessee St.
4364,Nicholls State vs. Northwestern St.,2007-02-22,1.0,Nicholls State,Northwestern St.
4365,Vermont vs. Boston U,2007-02-22,-2.0,Vermont,Boston U
4366,Fresno St. vs. Louisiana Tech,2007-02-22,1.0,Fresno St.,Louisiana Tech
4367,Temple vs. St. Joseph's,2007-02-22,20.0,Temple,St. Joseph's
4368,Central Arkansas vs. Southeastern Louisiana,2007-02-22,-3.0,Central Arkansas,Southeastern Louisiana
4369,Texas-Arlington vs. Sam Houston St.,2007-02-22,14.0,Texas-Arlington,Sam Houston St.
4370,UMKC vs. Western Illinois,2007-02-22,35.0,UMKC,Western Illinois
4371,Toledo vs. Northern Illinois,2007-02-22,-3.0,Toledo,Northern Illinois
4372,Southern Utah vs. Valparaiso,2007-02-22,-27.0,Southern Utah,Valparaiso
4373,Eastern Kentucky vs. Austin Peay,2007-02-22,8.0,Eastern Kentucky,Austin Peay
4374,Morehead St. vs. Tennessee St.,2007-02-22,-16.0,Morehead St.,Tennessee St.
4375,Duke vs. Clemson,2007-02-22,-5.0,Duke,Clemson
4376,Washington vs. Oregon St.,2007-02-22,8.0,Washington,Oregon St.
4377,Northern Arizona vs. Montana,2007-02-22,-7.0,Northern Arizona,Montana
4378,Sacramento State vs. Portland St.,2007-02-22,27.0,Sacramento State,Portland St.
4379,UC Santa Barbara vs. Cal St. Fullerton,2007-02-22,6.0,UC Santa Barbara,Cal St. Fullerton
4380,Idaho State vs. Eastern Washington,2007-02-22,3.0,Idaho State,Eastern Washington
4381,Stanford vs. Southern California,2007-02-22,8.0,Stanford,Southern California
4382,Washington St. vs. Oregon,2007-02-22,5.0,Washington St.,Oregon
4383,NC-Greensboro vs. Appalachian St.,2007-02-22,14.0,NC-Greensboro,Appalachian St.
4384,Western Carolina vs. Elon University,2007-02-22,9.0,Western Carolina,Elon University
4385,Albany vs. Stony Brook,2007-02-22,20.0,Albany,Stony Brook
4386,Belmont vs. Jacksonville,2007-02-22,15.0,Belmont,Jacksonville
4387,Mount St. Mary's vs. Wagner,2007-02-22,5.0,Mount St. Mary's,Wagner
4388,Rice vs. Memphis,2007-02-22,36.0,Rice,Memphis
4389,Citadel vs. Charleston,2007-02-22,10.0,Citadel,Charleston
4390,Utah Valley vs. IUPU - Ft. Wayne,2007-02-22,-9.0,Utah Valley,IUPU - Ft. Wayne
4391,Central Michigan vs. Ball St.,2007-02-22,-2.0,Central Michigan,Ball St.
4392,Maine vs. MD Baltimore Cty,2007-02-22,3.0,Maine,MD Baltimore Cty
4393,St. Francis (PA) vs. Quinnipiac,2007-02-22,-1.0,St. Francis (PA),Quinnipiac
4394,Georgia Southern vs. Wofford,2007-02-22,22.0,Georgia Southern,Wofford
4395,Wright St. vs. Youngstown St.,2007-02-22,-15.0,Wright St.,Youngstown St.
4396,Mercer vs. Kennesaw St.,2007-02-22,36.0,Mercer,Kennesaw St.
4397,Arkansas St. vs. North Texas,2007-02-22,3.0,Arkansas St.,North Texas
4398,SE Missouri St. vs. Samford,2007-02-22,3.0,SE Missouri St.,Samford
4399,Texas-San Antonio vs. McNeese St.,2007-02-22,6.0,Texas-San Antonio,McNeese St.
4400,Arkansas-Little Rock vs. New Orleans,2007-02-22,-6.0,Arkansas-Little Rock,New Orleans
4401,Denver vs. Louisiana-Monroe,2007-02-22,-52.0,Denver,Louisiana-Monroe
4402,Texas State vs. Stephen F. Austin,2007-02-22,3.0,Texas State,Stephen F. Austin
4403,Texas A&M CC vs. Lamar,2007-02-22,1.0,Texas A&M CC,Lamar
4404,Tennessee Tech vs. Murray St.,2007-02-22,4.0,Tennessee Tech,Murray St.
4405,Middle Tennessee St. vs. Troy,2007-02-22,5.0,Middle Tennessee St.,Troy
4406,Eastern Illinois vs. Jacksonville St.,2007-02-22,4.0,Eastern Illinois,Jacksonville St.
4407,Loyola-Chicago vs. Butler,2007-02-22,-3.0,Loyola-Chicago,Butler
4408,San Jose St. vs. Boise St.,2007-02-22,19.0,San Jose St.,Boise St.
4409,Utah St. vs. New Mexico St.,2007-02-22,5.0,Utah St.,New Mexico St.
4410,Cal Poly SLO vs. UC Riverside,2007-02-22,16.0,Cal Poly SLO,UC Riverside
4411,UC Davis vs. UC Irvine,2007-02-22,-14.0,UC Davis,UC Irvine
4412,Nevada vs. Idaho,2007-02-22,-16.0,Nevada,Idaho
4413,California vs. UCLA,2007-02-22,-3.0,California,UCLA
4414,Pennsylvania vs. Harvard,2007-02-23,-16.0,Pennsylvania,Harvard
4415,Cornell vs. Yale,2007-02-23,-13.0,Cornell,Yale
4416,Loyola-Maryland vs. Niagara,2007-02-23,-12.0,Loyola-Maryland,Niagara
4417,Rider vs. Canisius,2007-02-23,-9.0,Rider,Canisius
4418,Lafayette vs. American U.,2007-02-23,11.0,Lafayette,American U.
4419,Princeton vs. Dartmouth,2007-02-23,10.0,Princeton,Dartmouth
4420,Columbia vs. Brown,2007-02-23,5.0,Columbia,Brown
4421,St. Peter's vs. Iona,2007-02-23,-2.0,St. Peter's,Iona
4422,Sacred Heart vs. Monmouth-NJ,2007-02-23,-7.0,Sacred Heart,Monmouth-NJ
4423,Siena vs. Marist,2007-02-24,2.0,Siena,Marist
4424,Miami-Florida vs. Virginia Tech,2007-02-24,-16.0,Miami-Florida,Virginia Tech
4425,Cincinnati vs. DePaul,2007-02-24,-13.0,Cincinnati,DePaul
4426,George Washington vs. La Salle,2007-02-24,12.0,George Washington,La Salle
4427,Purdue vs. Northwestern,2007-02-24,-7.0,Purdue,Northwestern
4428,Bucknell vs. Army,2007-02-24,-5.0,Bucknell,Army
4429,Clemson vs. Boston College,2007-02-24,5.0,Clemson,Boston College
4430,Texas-San Antonio vs. Texas A&M CC,2007-02-24,16.0,Texas-San Antonio,Texas A&M CC
4431,Tennessee vs. Arkansas,2007-02-24,-11.0,Tennessee,Arkansas
4432,Baylor vs. Texas A&M,2007-02-24,-10.0,Baylor,Texas A&M
4433,Fordham vs. Rhode Island,2007-02-24,5.0,Fordham,Rhode Island
4434,Illinois vs. Penn St.,2007-02-24,18.0,Illinois,Penn St.
4435,Pittsburgh vs. Georgetown,2007-02-24,31.0,Pittsburgh,Georgetown
4436,Old Dominion vs. William & Mary,2007-02-24,5.0,Old Dominion,William & Mary
4437,Air Force vs. Texas Christian,2007-02-24,-5.0,Air Force,Texas Christian
4438,Winthrop vs. Coastal Carolina,2007-02-24,-14.0,Winthrop,Coastal Carolina
4439,Buffalo vs. Miami (OH),2007-02-24,-12.0,Buffalo,Miami (OH)
4440,Eastern Illinois vs. Samford,2007-02-24,-26.0,Eastern Illinois,Samford
4441,Louisiana-Monroe vs. New Orleans,2007-02-24,-13.0,Louisiana-Monroe,New Orleans
4442,Georgia Tech vs. Virginia,2007-02-24,-6.0,Georgia Tech,Virginia
4443,Florida vs. Louisiana State,2007-02-24,-10.0,Florida,Louisiana State
4444,Howard vs. Coppin St.,2007-02-24,4.0,Howard,Coppin St.
4445,Kansas St. vs. Colorado,2007-02-24,-16.0,Kansas St.,Colorado
4446,Rutgers vs. Villanova,2007-02-24,-23.0,Rutgers,Villanova
4447,Belmont vs. North Florida,2007-02-24,20.0,Belmont,North Florida
4448,Morgan St. vs. Maryland - E. Shore,2007-02-24,-11.0,Morgan St.,Maryland - E. Shore
4449,Mercer vs. East Tennessee St.,2007-02-24,23.0,Mercer,East Tennessee St.
4450,Cal Poly SLO vs. Cal St. Fullerton,2007-02-24,10.0,Cal Poly SLO,Cal St. Fullerton
4451,Sam Houston St. vs. Texas State,2007-02-24,14.0,Sam Houston St.,Texas State
4452,Stephen F. Austin vs. Texas-Arlington,2007-02-24,-7.0,Stephen F. Austin,Texas-Arlington
4453,Southern Mississippi vs. Tulane,2007-02-24,-5.0,Southern Mississippi,Tulane
4454,Youngstown St. vs. Cleveland St.,2007-02-24,13.0,Youngstown St.,Cleveland St.
4455,New Mexico vs. Utah,2007-02-24,-2.0,New Mexico,Utah
4456,Prairie View A&M vs. Alabama St.,2007-02-24,-14.0,Prairie View A&M,Alabama St.
4457,Oral Roberts vs. Oakland,2007-02-24,1.0,Oral Roberts,Oakland
4458,No.Carolina A&T vs. Norfolk State,2007-02-24,5.0,No.Carolina A&T,Norfolk State
4459,South Carolina State vs. Hampton,2007-02-24,-1.0,South Carolina State,Hampton
4460,Stanford vs. UCLA,2007-02-24,-14.0,Stanford,UCLA
4461,Xavier vs. Dayton,2007-02-24,-8.0,Xavier,Dayton
4462,Cornell vs. Brown,2007-02-24,-12.0,Cornell,Brown
4463,Centenary vs. Indiana - Purdue,2007-02-24,-25.0,Centenary,Indiana - Purdue
4464,LIU Brooklyn vs. St. Francis (PA),2007-02-24,-16.0,LIU Brooklyn,St. Francis (PA)
4465,VMI vs. High Point,2007-02-24,17.0,VMI,High Point
4466,Longwood vs. Savannah State,2007-02-24,-2.0,Longwood,Savannah State
4467,Texas-El Paso vs. East Carolina,2007-02-24,1.0,Texas-El Paso,East Carolina
4468,Saint Louis vs. Massachusetts,2007-02-24,0.0,Saint Louis,Massachusetts
4469,Murray St. vs. Tenn-Martin,2007-02-24,22.0,Murray St.,Tenn-Martin
4470,Mississippi vs. South Carolina,2007-02-24,-13.0,Mississippi,South Carolina
4471,Columbia vs. Yale,2007-02-24,18.0,Columbia,Yale
4472,NC-Greensboro vs. Chattanooga,2007-02-24,-7.0,NC-Greensboro,Chattanooga
4473,Washington St. vs. Oregon St.,2007-02-24,-4.0,Washington St.,Oregon St.
4474,California vs. Southern California,2007-02-24,-18.0,California,Southern California
4475,UC Santa Barbara vs. UC Riverside,2007-02-24,-1.0,UC Santa Barbara,UC Riverside
4476,Northwestern St. vs. Southeastern Louisiana,2007-02-24,6.0,Northwestern St.,Southeastern Louisiana
4477,South Dakota State vs. North Dakota State,2007-02-24,17.0,South Dakota State,North Dakota State
4478,South Florida vs. Seton Hall,2007-02-24,13.0,South Florida,Seton Hall
4479,Wis.-Milwaukee vs. Wis.-Green Bay,2007-02-24,-1.0,Wis.-Milwaukee,Wis.-Green Bay
4480,Troy vs. South Alabama,2007-02-24,-4.0,Troy,South Alabama
4481,North Texas vs. Louisiana-Lafayette,2007-02-24,-2.0,North Texas,Louisiana-Lafayette
4482,SE Missouri St. vs. Jacksonville St.,2007-02-24,6.0,SE Missouri St.,Jacksonville St.
4483,Grambling State vs. Arkansas-Pine Bluff,2007-02-24,4.0,Grambling State,Arkansas-Pine Bluff
4484,Evansville vs. Southern Illinois,2007-02-24,-7.0,Evansville,Southern Illinois
4485,Drake vs. Missouri St.,2007-02-24,-18.0,Drake,Missouri St.
4486,Fresno St. vs. New Mexico St.,2007-02-24,2.0,Fresno St.,New Mexico St.
4487,Wyoming vs. Colorado St.,2007-02-24,18.0,Wyoming,Colorado St.
4488,Nevada vs. Boise St.,2007-02-24,-14.0,Nevada,Boise St.
4489,Hawaii vs. San Jose St.,2007-02-24,12.0,Hawaii,San Jose St.
4490,Sacramento State vs. Eastern Washington,2007-02-24,8.0,Sacramento State,Eastern Washington
4491,Santa Clara vs. Loyola Marymount,2007-02-24,1.0,Santa Clara,Loyola Marymount
4492,Syracuse vs. Providence,2007-02-24,-4.0,Syracuse,Providence
4493,Drexel vs. Towson,2007-02-24,9.0,Drexel,Towson
4494,Robert Morris vs. Quinnipiac,2007-02-24,6.0,Robert Morris,Quinnipiac
4495,Oklahoma St. vs. Texas Tech,2007-02-24,-2.0,Oklahoma St.,Texas Tech
4496,N.C. State vs. Florida St.,2007-02-24,26.0,N.C. State,Florida St.
4497,Charleston vs. Georgia Southern,2007-02-24,-9.0,Charleston,Georgia Southern
4498,George Mason vs. Northeastern,2007-02-24,-23.0,George Mason,Northeastern
4499,Mississippi St. vs. Georgia,2007-02-24,13.0,Mississippi St.,Georgia
4500,Davidson vs. Citadel,2007-02-24,-17.0,Davidson,Citadel
4501,Missouri vs. Nebraska,2007-02-24,-5.0,Missouri,Nebraska
4502,VCU vs. Georgia St,2007-02-24,-2.0,VCU,Georgia St
4503,Utah Valley vs. New Jersey Tech,2007-02-24,-30.0,Utah Valley,New Jersey Tech
4504,Charlotte vs. Temple,2007-02-24,-12.0,Charlotte,Temple
4505,Detroit vs. Butler,2007-02-24,20.0,Detroit,Butler
4506,Navy vs. Colgate,2007-02-24,8.0,Navy,Colgate
4507,Delaware vs. NC-Wilmington,2007-02-24,-9.0,Delaware,NC-Wilmington
4508,Michigan vs. Minnesota,2007-02-24,11.0,Michigan,Minnesota
4509,Kent St. vs. Ohio,2007-02-24,2.0,Kent St.,Ohio
4510,Marquette vs. Notre Dame,2007-02-24,-12.0,Marquette,Notre Dame
4511,Gonzaga vs. San Francisco,2007-02-24,7.0,Gonzaga,San Francisco
4512,Marshall vs. UAB,2007-02-24,-13.0,Marshall,UAB
4513,Idaho State vs. Portland St.,2007-02-24,-7.0,Idaho State,Portland St.
4514,Florida A&M vs. Delaware State,2007-02-24,10.0,Florida A&M,Delaware State
4515,Liberty vs. Radford,2007-02-24,16.0,Liberty,Radford
4516,Mount St. Mary's vs. St. Francis (NY),2007-02-24,-1.0,Mount St. Mary's,St. Francis (NY)
4517,Stetson vs. Kennesaw St.,2007-02-24,5.0,Stetson,Kennesaw St.
4518,Texas vs. Oklahoma,2007-02-24,-10.0,Texas,Oklahoma
4519,Pacific vs. CSU Northridge,2007-02-24,-14.0,Pacific,CSU Northridge
4520,Auburn vs. Alabama,2007-02-24,-9.0,Auburn,Alabama
4521,Florida International vs. Western Kentucky,2007-02-24,-18.0,Florida International,Western Kentucky
4522,Wichita St. vs. Creighton,2007-02-24,17.0,Wichita St.,Creighton
4523,N.C. Asheville vs. Charleston Southern,2007-02-24,-17.0,N.C. Asheville,Charleston Southern
4524,Alcorn St. vs. Southern,2007-02-24,-5.0,Alcorn St.,Southern
4525,Central Arkansas vs. Nicholls State,2007-02-24,4.0,Central Arkansas,Nicholls State
4526,Gardner-Webb vs. Campbell,2007-02-24,11.0,Gardner-Webb,Campbell
4527,Brigham Young vs. San Diego St.,2007-02-24,-12.0,Brigham Young,San Diego St.
4528,Lipscomb vs. Jacksonville,2007-02-24,7.0,Lipscomb,Jacksonville
4529,Iowa St. vs. Kansas,2007-02-24,-37.0,Iowa St.,Kansas
4530,Hofstra vs. James Madison,2007-02-24,20.0,Hofstra,James Madison
4531,St. Bonaventure vs. Duquesne,2007-02-24,-3.0,St. Bonaventure,Duquesne
4532,Princeton vs. Harvard,2007-02-24,7.0,Princeton,Harvard
4533,Bowling Green vs. Akron,2007-02-24,6.0,Bowling Green,Akron
4534,Pennsylvania vs. Dartmouth,2007-02-24,-2.0,Pennsylvania,Dartmouth
4535,Appalachian St. vs. Elon University,2007-02-24,9.0,Appalachian St.,Elon University
4536,Fairleigh Dickinson vs. Wagner,2007-02-24,-28.0,Fairleigh Dickinson,Wagner
4537,Portland vs. San Diego,2007-02-24,-6.0,Portland,San Diego
4538,Texas-Pan American vs. IUPU - Ft. Wayne,2007-02-24,18.0,Texas-Pan American,IUPU - Ft. Wayne
4539,St. Joseph's vs. Richmond,2007-02-24,10.0,St. Joseph's,Richmond
4540,UC Davis vs. Long Beach St.,2007-02-24,25.0,UC Davis,Long Beach St.
4541,Illinois St. vs. Northern Iowa,2007-02-24,-5.0,Illinois St.,Northern Iowa
4542,Illinois-Chicago vs. Loyola-Chicago,2007-02-24,-3.0,Illinois-Chicago,Loyola-Chicago
4543,Southern Utah vs. Western Illinois,2007-02-24,-3.0,Southern Utah,Western Illinois
4544,Florida Atlantic vs. Middle Tennessee St.,2007-02-24,-20.0,Florida Atlantic,Middle Tennessee St.
4545,Utah St. vs. Louisiana Tech,2007-02-24,13.0,Utah St.,Louisiana Tech
4546,Arkansas St. vs. Arkansas-Little Rock,2007-02-24,6.0,Arkansas St.,Arkansas-Little Rock
4547,UMKC vs. Valparaiso,2007-02-24,-8.0,UMKC,Valparaiso
4548,Central Florida vs. Tulsa,2007-02-24,-2.0,Central Florida,Tulsa
4549,Southern Methodist vs. Rice,2007-02-24,9.0,Southern Methodist,Rice
4550,Indiana St. vs. Bradley,2007-02-24,16.0,Indiana St.,Bradley
4551,Texas Southern vs. Alabama A&M,2007-02-24,6.0,Texas Southern,Alabama A&M
4552,Morehead St. vs. Austin Peay,2007-02-24,-5.0,Morehead St.,Austin Peay
4553,Eastern Kentucky vs. Tennessee St.,2007-02-24,12.0,Eastern Kentucky,Tennessee St.
4554,Indiana vs. Michigan St,2007-02-24,-8.0,Indiana,Michigan St
4555,McNeese St. vs. Lamar,2007-02-24,4.0,McNeese St.,Lamar
4556,Northern Colorado vs. Montana,2007-02-24,21.0,Northern Colorado,Montana
4557,Jackson State vs. Mississippi Valley State,2007-02-24,-7.0,Jackson State,Mississippi Valley State
4558,St. Mary's vs. Pepperdine,2007-02-24,-25.0,St. Mary's,Pepperdine
4559,Washington vs. Oregon,2007-02-24,8.0,Washington,Oregon
4560,Louisville vs. Connecticut,2007-02-25,-7.0,Louisville,Connecticut
4561,Stony Brook vs. Maine,2007-02-25,2.0,Stony Brook,Maine
4562,Holy Cross vs. Lehigh,2007-02-25,12.0,Holy Cross,Lehigh
4563,Hartford vs. Vermont,2007-02-25,-36.0,Hartford,Vermont
4564,Loyola-Maryland vs. Canisius,2007-02-25,-3.0,Loyola-Maryland,Canisius
4565,Duke vs. St. John's,2007-02-25,17.0,Duke,St. John's
4566,Northern Illinois vs. Central Michigan,2007-02-25,7.0,Northern Illinois,Central Michigan
