PLAYER,A,BLK,DEF,OFF,PF,PTS,STL,TO,TOT,3P,3PA,FG,FGA,FT,FTA,MINS,TEAM,PER
Anthony Livingston,33,4,90,19,55,297,5,30,109,50,127,104,242,39,53,710,Texas Tech,27.186024319772056
Anthony Mathis,8,0,9,1,4,29,2,2,10,6,19,10,25,3,3,64,New Mexico,19.066915839132406
Anthony Mosley,76,14,79,19,73,298,53,74,98,4,17,102,218,90,117,891,Delaware,13.960749609958174
Anthony Tarke,25,14,84,46,58,287,32,63,130,25,68,110,210,42,72,650,New Jersey Tech,31.33604119194744
Anthony Thompson,70,1,80,22,54,191,57,45,102,37,121,58,180,38,57,1067,Holy Cross,16.355968605509016
Anthony Townes,14,24,124,76,83,307,20,39,200,0,0,131,239,45,73,657,Pacific,39.93415379777959
Anthony Vanhook,65,14,108,44,82,237,29,38,152,0,1,87,178,63,84,604,Charlotte,34.86960040063636
Anthony Wilson,17,5,26,20,27,51,8,7,46,0,11,18,57,15,19,200,Kennesaw St.,22.102011833978214
Anthony Wright,19,8,53,27,33,92,17,21,80,5,18,38,79,11,17,358,Cleveland St.,25.682163273465843
Antino Jackson,67,1,45,13,56,253,19,47,58,40,114,81,195,51,71,662,Akron,24.02336437423494
Antoine Pittman,22,6,42,11,53,170,19,41,53,17,48,58,139,37,63,526,Bradley,16.080513604090324
Anton Beard,61,0,36,27,61,237,28,34,63,30,79,76,185,55,72,651,Arkansas,5.917112331582087
Anton Gill,4,0,14,7,17,42,4,7,21,8,26,15,54,4,6,184,Nebraska,3.1741434008556992
Anton Waters,10,7,73,47,62,193,8,32,120,3,11,80,148,30,53,528,Western Kentucky,26.408825912119454
Antonio Bisutti,1,0,6,2,2,5,1,2,8,1,1,2,2,0,0,17,Ohio,19.104308640730412
Antonio Blakeney,52,3,109,32,44,507,19,59,141,51,137,185,401,86,120,954,Louisiana State,31.787797838020605
Antonio Bruno,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,CSU Northridge,-71.8177643026846
Antonio Campbell,11,16,100,25,49,229,9,26,125,23,64,88,166,30,46,334,Ohio,24.91281928957644
Antonio Gillespie,20,0,18,8,55,170,13,10,26,40,106,54,150,22,28,519,Morgan St.,17.79594645792135
Antonio Green,46,3,65,17,38,440,15,79,82,93,245,145,373,57,70,825,Texas Rio Grande Valley,22.777799900012546
Antonio Vrankovic,6,4,16,14,15,31,0,7,30,0,0,12,18,7,11,95,Duke,34.12438507889682
Antonius Cleveland,66,28,133,27,83,515,42,63,160,28,70,193,357,101,153,1023,SE Missouri St.,37.99257387084986
Antravious Simmons,11,5,62,40,71,153,8,34,102,1,1,66,119,20,30,433,Florida Gulf Coast,24.429174542068317
Antwain Johnson,23,2,23,6,48,103,16,24,29,11,35,32,98,28,41,352,Middle Tennessee St.,13.131771127946717
Antwan Maxwell,3,6,15,7,9,29,4,7,22,2,8,11,24,5,6,93,Charleston Southern,29.127688592974792
Antwan Maxwell Jr.,13,13,44,10,39,95,7,24,54,10,36,37,110,11,17,321,Charleston Southern,12.40308758370461
Antwann Anderson,1,0,2,1,1,5,0,2,3,1,2,2,5,0,0,19,Central Conn. St.,10.10608242709382
Antwoine Anderson,94,6,38,19,74,330,47,72,57,39,113,121,289,49,68,979,Fordham,21.623130899255248
Antwon Clayton,25,10,48,36,72,72,20,19,84,0,2,30,62,12,24,405,Jacksonville,9.911755201878153
Antwon Lillard,42,8,76,34,60,220,20,50,110,12,49,75,170,58,85,637,Bowling Green,22.632096211656336
Antwon Portley,64,3,76,2,52,240,25,47,78,44,128,81,229,34,44,831,St. Peter's,17.27977241149112
Ar'Mond Davis,3,3,36,7,22,180,13,18,43,31,111,61,183,27,31,393,Alabama,5.274037334694429
Arell Hennings,17,0,9,2,12,34,6,13,11,3,12,10,31,11,16,165,UC Davis,10.477003582263468
Aric Holman,17,57,123,54,70,241,20,50,177,12,42,92,185,45,70,679,Mississippi St.,31.397594351440006
Ariston Johnson,29,0,31,4,44,72,9,30,35,6,18,24,87,18,25,430,Alabama A&M,2.727815140907899
Arkadiy Mkrtychyan,23,8,74,33,64,189,10,27,107,4,10,69,136,47,75,504,Idaho,13.849260305432646
Arkel Lamar,14,12,72,27,59,116,21,18,99,15,48,43,112,15,24,400,MD Baltimore Cty,23.001426390375943
Arkel Lamar,14,12,72,27,59,116,21,18,99,15,48,43,112,15,24,400,MD Baltimore City,23.001426390375943
Arkim Robertson,5,20,66,35,63,89,17,27,101,0,0,34,57,21,38,339,Cal St. Fullerton,26.61305189539225
Arlando Cook,12,11,45,25,50,96,10,20,70,0,0,37,80,22,33,348,Arkansas,4.587682706382375
Armani Branch,11,22,53,35,38,204,9,33,88,20,50,82,184,20,31,447,VMI,29.222506702904884
Armani Chaney,42,2,33,5,39,127,20,38,38,13,45,42,119,30,34,490,Tennessee St.,4.7643388944221154
Armani Dodson,0,0,0,1,0,2,0,0,1,0,0,1,1,0,0,2,UCLA,112.72684740790014
Armel Potter,83,3,56,13,53,349,21,50,69,26,86,124,286,75,127,912,Charleston Southern,23.915846000446507
Armon Fletcher,31,18,93,40,82,313,40,31,133,45,135,110,261,48,66,865,Southern Illinois,29.241558232877384
Armoni Brooks,7,1,47,11,23,110,9,14,58,22,62,40,95,8,10,307,Houston,8.924285295122974
Arnaldo Toro,16,15,85,54,56,148,18,34,139,5,17,49,115,45,70,504,George Washington,25.884179395855536
Arnaud William Adala Moto,5,0,26,16,22,91,4,15,42,3,9,26,53,36,51,182,Towson,34.85080395648121
Artavious McDyess,2,7,17,9,20,15,3,11,26,0,0,5,14,5,14,159,Arkansas-Pine Bluff,4.855214338602257
Artem Tavakalyan,20,7,53,12,43,162,11,27,65,18,52,52,131,40,58,400,Delaware State,23.453956614994024
Artis Cleveland,1,3,4,5,11,10,0,4,9,0,0,3,6,4,7,39,Alabama St.,16.4088082829553
Artur Labinowicz,28,3,69,25,38,161,12,34,94,31,73,51,125,28,47,559,Coastal Carolina,19.906372979483216
Asa Cantwell,30,0,25,3,45,130,7,25,28,39,104,40,114,11,11,454,Houston Baptist,12.94454204274797
Asante Gist,104,0,64,10,90,476,26,104,74,60,178,153,404,110,151,936,Eastern Kentucky,22.28668557813672
Aser Ghebremichael,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Boston College,0.0
Ashley Williams,7,4,11,10,20,78,4,17,21,9,31,23,72,23,35,233,Western Carolina,12.126216943317235
Ashtin Chastain,0,1,4,0,4,8,1,1,4,0,0,2,3,4,8,28,San Jose St.,19.613896768634433
Ashton Malone-Dunson,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,7,Fairleigh Dickinson,20.935275963259688
Ashton Spears,13,1,13,9,20,65,10,12,22,9,26,22,49,12,18,187,Jacksonville St.,27.104555033391765
Ashtyn Bradley,0,3,2,6,7,48,2,2,8,14,45,15,48,4,5,102,LIU Brooklyn,24.56142148945001
Assane Diop,7,6,38,12,48,40,0,16,50,0,0,17,32,6,18,238,Austin Peay,7.9895755108822755
Atif Russell,24,3,44,23,32,157,13,29,67,8,30,57,114,35,59,313,Houston Baptist,33.57882558341277
Aubrey McRae,0,0,1,0,1,0,0,0,1,0,2,0,2,0,1,9,Georgia Southern,-20.93454065133281
Aubrey Williams,40,18,218,96,100,385,22,47,314,0,0,142,242,101,147,959,Kennesaw St.,37.34819819485655
August Haas,119,1,76,10,78,160,17,81,86,19,59,59,153,23,42,862,Wis.-Milwaukee,10.529854199030227
Aundre Jackson,30,11,85,35,80,425,15,52,120,13,30,168,255,76,106,731,Loyola-Chicago,44.77129770999891
Aurimas Majauskas,24,6,53,36,83,234,11,35,89,8,15,94,159,38,57,472,Sam Houston St.,32.38469055157407
Ausar Madison,7,0,11,3,13,7,9,10,14,0,4,2,15,3,14,117,Howard,-1.9322166712936708
Austen Awosika,41,6,48,10,36,154,16,29,58,9,23,59,115,27,43,492,Cal St. Fullerton,23.919777748910864
Austin Ajukwa,14,13,82,13,42,221,14,27,95,22,54,78,173,43,55,516,Charlotte,27.72749151276144
Austin Arians,34,3,44,16,55,223,15,17,60,47,118,75,166,26,30,656,Wake Forest,23.86532737200193
Austin Budke,5,1,6,4,15,20,4,3,10,3,12,6,19,5,10,106,Kansas St.,11.310543984896489
Austin Burnette,4,4,10,7,14,19,1,5,17,1,6,7,20,4,6,119,Campbell,10.830949935005242
Austin Dasent,9,1,13,5,12,37,6,8,18,3,12,14,31,6,10,89,Savannah State,24.983473390038668
Austin Dassent,59,1,56,21,52,203,18,52,77,27,95,67,175,42,63,434,Savannah State,21.423000318377227
Austin Donaldson,31,0,18,8,26,39,14,21,26,1,10,16,55,6,11,227,Georgia St,9.461481696894031
Austin Gillmann,6,4,17,7,28,10,1,9,24,0,6,5,13,0,3,131,Saint Louis,1.8652464418937555
Austin Harriott,0,0,8,6,20,12,1,4,14,0,2,4,12,4,5,87,Loyola-Maryland,2.857651508075031
Austin Howard,28,1,57,12,29,224,14,34,69,34,96,83,228,24,35,663,Maine,15.672569943879676
Austin Karrer,24,3,80,28,44,68,18,12,108,8,29,20,55,20,26,537,Texas-San Antonio,16.895765470024344
Austin Loop,29,8,40,9,45,325,22,14,49,95,209,102,219,26,30,915,Marshall,23.809147352188607
Austin Luke,193,0,71,7,46,221,31,83,78,42,129,73,180,33,47,844,Belmont,23.923051129434477
Austin Meyer,6,15,33,27,43,72,7,12,60,0,0,30,49,12,20,281,Rice,24.991177329162003
Austin Nehls,45,7,73,29,55,390,20,41,102,68,184,113,286,96,119,1047,Central Conn. St.,25.4542400989723
Austin Nichols,0,0,3,0,3,11,0,0,3,0,1,4,7,3,3,16,Virginia,15.874813379981243
Austin Pauga,10,1,10,9,22,69,8,4,19,20,54,24,61,1,2,320,Northern Illinois,16.09217534461814
Austin Price,49,8,79,20,68,375,41,43,99,66,160,129,279,51,65,901,Lehigh,30.188515080029635
Austin Reaves,36,10,44,9,26,125,12,17,53,27,53,37,84,24,32,362,Wichita St.,30.409981303721416
Austin Rogers,5,0,6,2,8,8,2,4,8,1,7,2,13,3,3,75,Alabama St.,1.876280764283406
Austin Ruder,9,3,24,3,30,141,8,6,27,40,111,47,131,7,9,388,Missouri St.,10.49252345075608
Austin Sottile,2,0,1,0,0,4,0,0,1,0,0,2,2,0,0,14,Texas Christian,36.43176389548448
Austin Sparks,5,4,16,11,41,31,4,14,27,0,0,13,21,5,8,209,South Dakota,4.3326945015420035
Austin Tilghman,42,0,80,18,35,210,21,34,98,10,22,57,115,86,116,612,Monmouth-NJ,27.251666833068708
Austin Torres,7,7,28,21,42,47,9,7,49,0,0,21,35,5,16,240,Notre Dame,21.03780446701718
Austin Venable,5,11,42,17,43,66,4,17,59,0,0,32,68,2,8,302,Presbyterian,13.484664142367174
Austin Vereen,9,2,19,7,28,33,1,6,26,7,28,11,41,4,6,187,VMI,6.366316137640308
Austin Weiher,4,1,13,8,27,47,7,11,21,7,19,15,39,10,16,174,Southern Illinois,14.426622384996229
Austin White,34,0,42,2,55,115,22,20,44,6,21,39,109,31,43,643,High Point,11.061482564438387
Austin Wiley,5,28,51,51,51,185,5,39,102,0,0,66,116,53,107,380,Auburn,32.45680014682104
Austin Williams,65,40,159,79,161,307,31,82,238,3,15,130,240,44,93,1082,Drexel,22.21144415525011
Austin Williams,65,40,159,79,161,307,31,82,238,3,15,130,240,44,93,1082,Yale,22.21144415525011
Austin Williams,65,40,159,79,161,307,31,82,238,3,15,130,240,44,93,1082,No.Carolina A&T,22.21144415525011
Austin Witherill,1,0,2,0,0,2,0,0,2,0,4,0,4,2,2,25,Arizona State,0.3032909657802216
Auston Evans,24,7,38,9,48,78,26,32,47,1,17,32,91,13,36,470,Lafayette,3.5999875433406916
Avery Johnson,17,1,13,3,20,74,8,11,16,9,27,27,64,11,16,188,Alabama,6.551448434846644
Avery Johnson Jr.,22,0,23,6,29,123,14,20,29,19,64,44,151,16,21,374,Alabama,2.830410312766172
Avery Lomax,36,0,16,4,25,54,5,18,20,0,6,17,49,20,31,307,Prairie View A&M,10.21939692258778
Avery Patterson,35,0,25,12,44,85,17,33,37,11,50,33,93,8,12,415,Alcorn St.,9.606021945449351
Avery Woodson,21,9,67,7,47,255,7,10,74,62,150,88,202,17,22,629,Butler,28.580552414610775
Averyl Ugba,18,19,139,121,65,359,34,55,260,0,1,127,230,105,157,812,Grambling State,42.86688424648757
Avi Toomer,25,2,51,14,63,103,34,36,65,14,38,34,71,21,43,599,Bucknell,13.164192234380181
Avry Holmes,40,1,53,12,37,313,30,25,65,61,138,93,219,66,81,794,Clemson,30.15387845295787
Ayan Nunez de Carvalho,1,0,2,1,2,0,1,1,3,0,3,0,3,0,0,9,Temple,-9.353127461367313
Azariah Sykes,1,1,40,24,44,25,3,4,64,0,1,7,13,11,22,235,Morgan St.,13.326878402399133
Aziz Seck,2,3,19,10,27,28,4,4,29,0,1,12,34,4,16,142,Northern Arizona,8.144305263972589
B.J. Gladden,26,14,107,19,60,153,17,36,126,10,45,44,127,55,99,585,Georgia Southern,16.59101088302475
B.J. Glasford,27,5,73,15,76,167,27,24,88,24,78,66,166,11,22,573,Stetson,17.516320112615926
B.J. Johnson,27,14,132,37,65,471,30,62,169,60,164,154,346,103,122,870,La Salle,35.67940644554479
B.J. Maxwell,7,3,14,10,24,45,4,9,24,8,18,18,35,1,1,135,Abilene Christian,25.45431143914262
B.J. Miller,16,3,27,2,19,38,10,18,29,4,17,13,37,8,14,251,Troy,8.9154448182467
B.J. Stith,27,4,106,16,42,287,14,36,122,17,67,99,265,72,93,661,Old Dominion,23.922401217009924
B.J. Taylor,83,1,90,10,45,395,25,54,100,34,102,131,313,99,137,832,Central Florida,31.566359507049494
B.J. Tyson,59,4,60,7,28,232,25,49,67,14,56,89,229,40,59,601,East Carolina,21.085358835456155
Bailey Walker,12,0,5,2,20,15,7,16,7,5,13,5,15,0,0,227,Northwestern St.,0.9388604154960432
Bakari Copeland,47,7,149,33,75,500,13,65,182,35,82,165,366,135,175,881,Maryland - E. Shore,34.777692065244516
Bakary Konate,3,25,58,28,66,53,8,16,86,0,1,19,40,15,24,300,Minnesota,19.001835188457154
Balint Mocsan,11,0,32,6,51,138,10,18,38,35,81,45,105,13,22,438,Idaho State,17.604932993895805
Balsa Dragovic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Harvard,-108.76596055718899
Barnett Harris,16,10,33,19,53,40,11,12,52,0,0,10,22,20,27,231,Delaware,12.240598080585851
Barret Benson,11,17,23,20,43,55,7,7,43,0,0,21,38,13,23,210,Northwestern,15.910366296712581
Barry Brown,75,2,81,15,61,353,70,57,96,37,118,128,309,60,96,974,Kansas St.,25.21145382938438
Barry Ogalue,8,3,14,6,12,54,2,8,20,1,5,23,46,7,13,151,Long Beach St.,22.002645000596125
Bashir Ahmed,36,14,115,51,75,398,18,74,166,49,136,129,328,91,135,799,St. John's,25.377314223679765
Basil Smotherman,15,1,23,7,30,70,9,12,30,4,13,30,54,6,11,217,Purdue,11.72397253549699
Battle Joseph,0,0,1,1,2,3,0,1,2,0,0,1,2,1,1,7,Tulsa,19.67007588485025
Baylee Steele,7,20,75,35,84,123,24,20,110,0,5,53,101,17,20,532,Eastern Michigan,22.171697543584674
Baylor Peterson,0,1,0,1,1,0,0,1,1,0,2,0,2,0,0,9,Wis.-Milwaukee,-15.743808930803132
Beau Brown,0,0,0,1,0,3,0,0,1,1,1,1,2,0,0,2,South Dakota State,138.02181446898078
Beau Rydalch,1,0,3,4,2,4,1,2,7,0,3,1,6,2,2,26,Utah,2.649458609945399
Beejay Anya,11,33,48,19,55,75,3,19,67,0,0,28,52,19,43,342,N.C. State,18.75530429619164
Ben Coupet,10,0,16,9,12,22,0,6,25,0,10,7,22,8,10,110,UNLV,13.710775480594393
Ben Eke Kazee,0,2,2,2,7,8,1,3,4,0,0,1,5,6,10,44,Miami (OH),10.645309587706269
Ben Emelogu,58,2,62,20,56,136,25,33,82,22,76,50,145,14,26,639,Southern Methodist,15.674854563164486
Ben Grace,1,0,1,0,1,8,0,4,1,2,6,2,6,2,2,18,MD Baltimore Cty,4.3803788157277435
Ben Grace,1,0,1,0,1,8,0,4,1,2,6,2,6,2,2,18,MD Baltimore City,4.3803788157277435
Ben Kone,5,3,43,14,39,61,6,21,57,6,18,20,66,15,22,279,Oregon St.,7.10241845712793
Ben Lammers,58,97,181,88,70,430,27,56,269,1,2,176,342,77,102,1028,Georgia Tech,40.50892528715859
Ben Lawson,7,54,72,26,62,159,13,31,98,0,2,57,101,45,70,480,Western Kentucky,31.742963799869404
Ben Marcus,0,5,19,11,32,53,7,8,30,0,0,23,38,7,16,168,Arkansas-Little Rock,24.574739237245648
Ben Marcus,0,5,19,11,32,53,7,8,30,0,0,23,38,7,16,168,Little Rock,24.574739237245648
Ben Moore,72,35,167,83,77,351,28,47,250,0,2,140,243,71,114,973,Southern Methodist,39.195933826042385
Ben Richardson,90,10,81,10,83,247,33,38,91,49,118,86,200,26,39,981,Loyola-Chicago,21.48281700679964
Ben Robertson,2,1,5,4,14,26,3,5,9,1,2,10,20,5,9,106,Bucknell,13.330203991813647
Benas Griciunas,6,4,23,11,32,48,4,8,34,1,2,20,44,7,12,167,Charlotte,18.006868845466844
Benedikt Haid,2,0,4,0,1,0,0,1,4,0,8,0,8,0,0,32,North Florida,-14.727251616066948
Bennett Holley,4,0,15,4,28,52,1,2,19,13,32,15,38,9,11,120,Appalachian St.,24.595930645646632
Bennett Koch,13,21,72,32,85,308,13,65,104,0,1,105,185,98,128,575,Northern Iowa,36.91000224605686
Bennie Boatwright,25,4,39,20,22,200,5,20,59,34,90,58,137,50,54,352,Southern California,39.78704896663316
Benson Osayande,6,7,44,32,77,124,9,20,76,0,0,44,82,36,49,371,Montana St.,23.51065688642407
Bernard Cherestal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Southern Illinois,-28.989305627107452
Bernard Woodside,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,Tulane,37.208706963593485
Bertrand Nkali,3,35,30,29,61,37,5,9,59,0,0,10,25,17,26,319,Houston,6.684490855058751
Bilal Abdur-Rahim,22,1,39,22,49,103,10,17,61,2,8,40,75,21,40,273,Southern Miss,30.084143809810858
Billy Brown,5,0,13,3,13,19,6,4,16,5,22,6,28,2,2,146,North Dakota,2.8095424531011757
Billy Garrett Jr.,101,5,73,11,76,445,34,95,84,38,105,127,335,153,174,871,DePaul,29.55493130314959
Billy Giles,5,9,47,36,45,115,8,13,83,0,0,51,88,13,30,370,Robert Morris,26.998610141111072
Billy Wampler,19,1,51,16,51,283,17,24,67,59,169,95,254,34,43,653,Drake,22.87448765104876
Bishop Mency,1,1,4,3,5,15,3,1,7,3,7,5,11,2,6,56,Rice,22.10037185822521
Bitumba Baruti,2,0,3,4,12,11,2,5,7,0,6,4,14,3,3,72,Washington,0.37355330231741196
Bjorn Broman,62,5,39,8,52,162,25,32,47,42,117,50,139,20,27,812,Winthrop,14.44957674049117
Blair Mendy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,Stony Brook,-7.206407790959261
Blair Orr,0,0,1,1,2,0,0,0,2,0,0,0,1,0,0,11,CSU Northridge,-2.271249895536342
Blaise Mbargorba,0,3,8,3,14,14,0,4,11,0,0,7,9,0,3,64,Boston U,12.691832762795922
Blake Brown,1,1,5,4,10,6,0,1,9,0,0,1,1,4,5,57,Eastern Michigan,12.467730113297915
Blake Edwards,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,South Carolina Upstate,0.0
Blake Francis,26,0,18,17,61,181,15,19,35,39,94,56,135,30,40,517,Wagner,24.242204389196885
Blake Hamilton,126,13,155,25,84,498,28,99,180,52,144,167,395,112,145,885,Buffalo,34.16152850817044
Blake Hibbitts,5,2,16,6,13,44,2,2,22,13,35,14,37,3,6,192,Central Michigan,15.488888468044284
Blake Pagon,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,8,Stanford,-5.980023906489448
Blake Paul,12,11,39,18,40,72,6,16,57,0,0,29,68,14,25,289,Tulane,16.482282247208047
Blake Reynolds,58,2,88,38,43,243,19,41,126,36,96,89,203,29,39,659,Yale,28.10682009540145
Blake Simpson,7,13,61,45,71,50,8,14,106,0,3,14,46,22,41,458,Coppin St.,11.758200148087024
Blake Spellman,7,0,11,1,5,17,2,6,12,5,18,5,18,2,2,108,Northern Kentucky,8.054634371186749
Blake Wilkinson,1,0,1,1,1,1,0,1,2,0,0,0,1,1,2,14,Brown,1.237604003326562
Bo Zeigler,36,17,59,32,69,123,19,43,91,0,3,56,99,11,28,524,South Florida,19.685041527724472
Bobby Ahearn,19,8,79,40,74,241,8,48,119,18,54,90,179,43,55,667,Binghamton,23.84673014103034
Bobby Conley,56,8,90,12,54,234,26,28,102,35,104,83,197,33,59,825,Texas State,22.45110244082215
Bobby Duncan,1,0,7,1,7,2,2,4,8,0,0,1,1,0,3,32,The Citadel,-0.1273974268842832
Bobby Moorehead,18,9,76,10,65,113,9,17,86,24,86,37,118,15,22,535,Montana,5.962944376803603
Bobby Williams,0,1,4,0,1,2,1,0,4,0,2,1,5,0,0,28,South Carolina State,4.971653233452925
Bobby Word,33,10,61,26,74,338,25,36,87,65,201,112,313,49,70,931,Cleveland St.,20.145649122596254
Bogdan Bliznyuk,110,6,154,31,81,572,30,79,185,30,94,208,440,126,157,1038,Eastern Washington,39.746865569736364
Bola Alade,4,0,6,5,7,24,2,5,11,2,11,9,31,4,9,87,Texas-San Antonio,7.2425169591892615
Bola Olaniyan,11,1,102,81,59,85,20,39,183,0,0,31,62,23,38,442,Alabama,6.581495662377932
Bolden Brace,47,9,86,13,45,221,11,20,99,53,164,72,197,24,29,718,Northeastern,22.246138474408067
Bonzie Colson,52,44,227,90,67,506,33,39,317,17,45,189,361,111,138,943,Notre Dame,51.117193627590545
Bosko Kostur,32,5,82,31,91,293,16,35,113,33,79,91,193,78,92,638,Bryant,32.115314385993294
Brachen Hazen,2,0,9,2,5,3,0,4,11,0,2,1,6,1,4,40,Arkansas,-1.3570255528164759
Brad Brechting,8,19,55,19,49,87,14,23,74,0,1,30,57,27,38,258,Oakland,27.929614655312413
Brad Calipari,1,1,2,1,3,8,0,2,3,2,12,2,13,2,5,44,Kentucky,-1.348740630534081
Brad Greene,7,12,49,25,62,66,5,20,74,0,0,27,51,12,19,243,UC Irvine,21.78857333961593
Brad Woodson,1,1,0,0,1,7,1,0,0,1,4,2,7,2,2,14,Tennessee,6.898169342181634
Braden Burke,4,10,58,27,73,135,11,33,85,0,0,59,142,17,42,477,Robert Morris,10.546822157284696
Braden Koelliker,15,6,57,46,51,112,9,18,103,9,29,31,87,41,52,501,Colorado St.,20.2790336184154
Bradley George,24,2,17,8,26,67,5,30,25,9,19,26,51,6,10,282,Denver,12.103033772539657
Bradley Hayes,20,17,64,30,41,99,8,28,94,0,0,44,82,11,30,311,Georgetown,26.573475995112673
Brady Ellingson,34,0,27,7,26,145,11,12,34,31,61,48,99,18,18,448,Iowa,9.129608773996539
Brady Moses,0,0,1,0,0,2,0,0,1,0,0,1,1,0,0,4,Stetson,47.94798362772663
Brady Rudrud,0,0,1,0,0,6,0,0,1,1,1,2,3,1,2,9,Minnesota,47.908819873184704
Brady Schuck,0,0,1,0,1,3,0,0,1,0,1,1,2,1,2,8,Furman,19.379243804382757
Braian Angola-Rodas,37,4,37,9,33,123,15,17,46,16,38,43,95,21,28,336,Florida St.,29.29735875626491
Braiden Shaw,5,1,34,24,30,44,10,11,58,0,0,18,31,8,19,194,Brigham Young,21.94369470801535
Brailen Neely,87,0,46,4,35,90,25,34,50,11,38,25,74,29,38,480,Oakland,18.474632189030398
Brandan Stith,32,39,111,64,61,270,24,34,175,1,4,99,195,71,107,660,Old Dominion,41.433060228657524
Branden Aughburns,3,14,27,24,40,90,3,19,51,0,1,37,69,16,30,270,Hampton,22.1752568381526
Branden Jenkins,11,0,7,3,16,22,5,7,10,4,12,7,34,4,11,136,Louisiana State,1.4571922600557894
Branden Johnson,0,0,0,1,1,0,0,1,1,0,0,0,2,0,0,8,Alabama St.,-26.021439073134047
Brandon Allen,4,1,5,1,10,42,2,3,6,10,23,15,32,2,2,84,Florida St.,30.84275098235833
Brandon Alston,29,3,45,13,60,175,12,37,58,18,46,66,140,25,37,557,Lehigh,17.10573009523997
Brandon Anderson,44,1,36,6,67,215,31,55,42,15,59,64,160,72,98,613,Brown,17.43953163464038
Brandon Armstrong,5,0,21,5,12,63,5,3,26,12,47,21,90,9,13,279,South Dakota,2.8098875479261967
Brandon Austin,1,1,2,1,3,3,1,0,3,0,6,1,15,1,3,39,Alabama,-3.927984478326478
Brandon Averette,55,0,45,3,44,154,22,47,48,8,18,56,120,34,46,436,Oklahoma St.,21.392535521597686
Brandon Bolden,2,3,6,5,13,19,1,6,11,0,0,7,10,5,8,50,Southern,2.979183888900609
Brandon Boyd,30,0,57,19,60,331,39,56,76,51,125,105,260,70,81,816,Idaho State,24.29843128258314
Brandon Brady,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Arkansas-Little Rock,-28.640594026302956
Brandon Brown,115,0,61,28,48,389,41,65,89,51,121,130,320,78,105,877,Loyola Marymount,31.10188835585073
Brandon Charnov,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,Brown,13.892174838270426
Brandon Childress,68,1,60,6,44,180,24,40,66,22,66,54,156,50,66,611,Wake Forest,18.451506043863628
Brandon Clarke,57,68,150,76,67,462,30,44,226,0,2,197,338,68,120,852,San Jose St.,49.44784531521569
Brandon Cyrus,29,7,74,48,72,183,25,42,122,8,34,66,178,43,61,783,DePaul,15.072764999536512
Brandon Eddlestone,1,1,10,11,11,16,0,2,21,2,4,6,13,2,4,81,Louisiana State,18.65550474912811
Brandon Gfeller,12,3,26,7,47,119,11,12,33,30,83,41,106,7,14,380,Montana,9.065668254764402
Brandon Gilbeck,16,74,116,46,99,173,8,38,162,0,0,67,119,39,67,589,Western Illinois,29.994836356157116
Brandon Goodwin,108,2,114,27,64,538,31,61,141,47,135,185,365,121,153,941,Florida Gulf Coast,45.016486689752526
Brandon Hollins,7,6,51,26,63,117,13,19,77,0,9,49,85,19,52,292,Portland St.,26.59124909359114
Brandon Jackson,2,8,46,30,66,85,8,33,76,0,2,36,83,13,20,354,SIU - Edwardsville,10.127189167274164
Brandon Johnson,21,18,90,60,74,228,12,31,150,5,17,93,182,37,61,670,Western Michigan,27.255235323966414
Brandon Johnson,21,18,90,60,74,228,12,31,150,5,17,93,182,37,61,670,Boston U,27.255235323966414
Brandon Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Savannah State,0.0
Brandon Maxwell,8,1,18,2,23,30,5,19,20,7,25,10,36,3,8,176,Northern Kentucky,-1.5711007973333384
Brandon Miller,9,16,69,43,76,141,15,20,112,0,0,50,94,41,80,487,Gardner-Webb,24.28448785945103
Brandon Mitchell,8,18,51,24,61,80,12,18,75,3,12,31,68,15,23,322,San Jose St.,20.549835955509103
Brandon Murphy,5,15,59,39,69,110,6,26,98,0,0,36,75,38,69,388,Indiana St.,19.61361583672249
Brandon Parrish,14,6,63,19,51,151,10,16,82,31,88,54,133,12,18,526,Texas Christian,18.729699907614208
Brandon Randolph,114,3,120,17,58,266,21,91,137,18,69,94,242,60,79,742,Utah Valley,18.467215694103444
Brandon Robinson,20,1,27,11,23,61,10,12,38,6,26,18,57,19,29,244,North Carolina,9.05979710401638
Brandon Rosser,18,15,67,27,89,134,3,37,94,9,45,48,126,29,46,527,UC Riverside,10.917596385320971
Brandon Sampson,41,14,75,18,51,337,19,61,93,37,109,115,243,70,92,798,Louisiana State,25.609317079127162
Brandon Smith,23,19,78,14,82,89,21,29,92,12,37,29,92,19,33,629,UC Irvine,9.691444356500124
